	ReqID	NeedID	ReqText	NeedText	r01_structured_statements	r02_active_voice	r03_appropriate_subject_verb	r04_defined_terms	r05_definite_articles	r06_common_units_of_measure	r07_vague_terms	r08_escape_clauses	r09_open_ended_clauses	r10_superfluous_infinitives	r11_separate_clauses	r12_correct_grammar	r13_correct_spelling	r14_correct_punctuation	r15_logical_expressions	r16_use_of_not	r17_use_of_oblique_symbol	r18_single_thought_sentence	r19_combinators	r20_purpose_phrases	r21_parentheses	r22_enumeration	r23_supporting_diagram_model_ICD	r24_pronouns	r25_headings	r26_absolutes	r27_explicit_conditions	r28_multiple_conditions	r29_classification	r30_unique_expression	r31_solution_free	r32_universal_qualification	r33_range_of_values	r34_measurable_performance	r35_temporal_dependencies	r36_consistent_terms_and_units	r37_acronyms	r38_abbreviations	r39_style_guide	r40_decimal_format	r41_related_needs_and_requirements	r42_structured_sets	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C1_norm	C2_norm	C3_norm	C4_norm	C5_norm	C6_norm	C7_norm	C8_norm	C9_norm	C10_norm	C11_norm	C12_norm	C13_norm	C14_norm	C15_norm	wRQ
3.2.3.1	501.2.1	501.0	The ASD shall include a general purpose event recording application.	Need to collect detailed information when a warning is issued	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	26	12	8	2	21	10	9	4	10	2	8	7	7	1.0	1.0	0.8666666666666667	0.75	1.0	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9939023669284452
3.2.3.2	501.2.1.1	501.0	The ASD shall include a rotating 5 minute log of the raw data listed in Table G -4.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	2	3	24	12	7	1	20	10	8	4	9	1	6	6	6	1.0	1.0	0.8	0.75	0.875	0.5	0.8	0.9090909090909091	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9770823412121217
3.2.3.3	501.2.1.2	501.0	Once the log has accumulated 5 minutes of data, it shall replace the oldest data with new data such that it always keeps the most recent 5 minutes of data to a 100 ms accuracy.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	3	23	11	6	0	18	9	10	4	10	0	8	7	7	0.5	1.0	0.7666666666666667	0.6875	0.75	0.0	0.72	0.8181818181818182	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.9151580747214021
3.2.3.4	501.2.1.3	501.0	Each log entry shall include a UTC time stamp accurate to 10 milliseconds.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	3	25	11	7	1	20	10	10	4	10	1	8	7	7	0.5	1.0	0.8333333333333334	0.6875	0.875	0.5	0.8	0.9090909090909091	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	0.9678647520798976
3.2.3.5	501.2.1.4	501.0	Each log entry shall include the BSM data for the host vehicle regardless of whether the data has changed.	Need to collect detailed information when a warning is issued	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	12	6	2	22	11	10	4	10	2	8	7	7	0.5	1.0	0.8666666666666667	0.75	0.75	1.0	0.88	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9857035540332049
3.2.3.6	501.2.1.5	501.0	Each log entry shall include the peak accelerometer values since last entry. Clarification: accelerometer entries are added to the log whenever the value changes or at 1 second intervals whichever is shorter but not more rapidly than 10 times per second. Thus, the accelerometer entries show the times at which the value changed with a time stamp but no values are lost to th e resolution of 1 second.	Need to collect detailed information when a warning is issued	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	3	15	8	3	2	13	6	7	4	8	2	5	5	5	0.5	1.0	0.5	0.5	0.375	1.0	0.52	0.5454545454545454	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9615543207174527
3.2.3.7	501.2.1.6	501.0	Each log entry shall include the BSM data for all vehicles that are within a configurable distance (VDIS) from the host vehicle. (Clarification: typical values are expected to be 0-50 meters.)	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	3	20	11	4	1	16	8	7	4	8	1	5	5	5	0.5	1.0	0.6666666666666666	0.6875	0.5	0.5	0.64	0.7272727272727273	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9687969704638227
3.2.3.8	501.2.1.7	501.0	A log entry shall be made for each SPaT and MAP message received from two nearest RSUs.	Need to collect detailed information when a warning is issued	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	18	8	6	1	15	7	8	4	9	1	7	6	6	0.5	0.6666666666666666	0.6	0.5	0.75	0.5	0.6	0.6363636363636364	0.8	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9668182494666054
3.2.3.9	501.2.2	501.0	The ASD shall continuously monitor the location of the host vehicle as described in SAE J2945/1.	Need to collect detailed information when a warning is issued	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	2	3	25	12	7	2	22	11	9	4	9	2	7	6	6	1.0	1.0	0.8333333333333334	0.75	0.875	1.0	0.88	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9943639733948136
3.2.3.10	501.3.1	501.0	The ASD shall collect log entries into an event record to describe vehicle actions surrounding a CV application event.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	25	14	6	2	20	11	9	4	10	3	7	7	7	0.5	1.0	0.8333333333333334	0.875	0.75	1.0	0.8	1.0	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9888019705514316
3.2.3.11	501.3.2	501.0	The ASD shall log the SAE J2735 BSMs received at 100 millisecond interval before and after an event.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2	3	19	11	6	1	16	9	7	4	9	1	6	6	6	1.0	1.0	0.6333333333333333	0.6875	0.75	0.5	0.64	0.8181818181818182	0.7	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9722618717395564
3.2.3.12	501.3.3	501.0	The ASD shall log the information 5-300 seconds (configurable by type of event, time period, and resolution) before and 20- 50 after the event.	Need to collect detailed information when a warning is issued	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	2	3	22	11	6	2	20	8	9	4	9	2	7	6	6	1.0	1.0	0.7333333333333333	0.6875	0.75	1.0	0.8	0.7272727272727273	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9910426312722016
3.2.3.13	501.3.4	501.0	The ASD shall collect less detailed CV probe data for mobility data collection. (See ASD Demonstration Procurement Specification Version 2.2 Appendix L Mobility Data Section B for clarification.)	Need to collect detailed information when a warning is issued	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	3	23	10	4	1	20	8	6	4	7	1	4	4	4	0.5	1.0	0.7666666666666667	0.625	0.5	0.5	0.8	0.7272727272727273	0.6	1.0	0.7	0.3333333333333333	0.5	0.5714285714285714	0.5714285714285714	0.9626899804099026
3.2.3.14	501.3.5	501.0	The durations shall have the capability of being modified by the CV application that triggers the warning.	Need to collect detailed information when a warning is issued	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	25	12	7	2	20	10	8	4	10	3	7	7	7	1.0	1.0	0.8333333333333334	0.75	0.875	1.0	0.8	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9953181020360236
3.2.3.15	501.3.6	501.0	The safety applications listed in Table C-1 shall implement the most recent event recording parameters supplied externally to the application based on their own recording criteria in Table E -3.	Need to collect detailed information when a warning is issued	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	3	23	11	6	1	19	10	8	4	9	1	6	6	6	0.5	1.0	0.7666666666666667	0.6875	0.75	0.5	0.76	0.9090909090909091	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9721905482903626
3.2.3.16	501.4.1	501.0	A safety application shall record events based on the most recently received recording parameters set.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	7	2	19	11	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.875	1.0	0.76	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.992542306423028
3.2.3.17	501.4.2	501.0	An application shall trigger an event recording when an alert is triggered.	Need to collect detailed information when a warning is issued	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	26	14	7	2	22	11	10	4	10	3	8	7	7	1.0	1.0	0.8666666666666667	0.875	0.875	1.0	0.88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9983432623457174
3.2.3.18	501.4.3	501.0	The event recording application shall collect pre - and post - trigger information using the host application’s trigger recording times.	Need to collect detailed information when a warning is issued	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	23	13	6	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.7666666666666667	0.8125	0.75	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9925288119979039
3.2.3.19	501.4.4	501.0	The safety applications shall collect trigger information (event recording data) listed in Table G -1.	Need to collect detailed information when a warning is issued	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	2	3	26	13	6	1	22	10	8	4	9	2	6	6	6	1.0	1.0	0.8666666666666667	0.8125	0.75	0.5	0.88	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9882058461814252
3.2.4.1	502.1.1	502.0	When the event recording receives a triggering input, it shall start the creation of an event record.	Need to collect event recordings	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	25	13	7	2	21	11	10	4	10	3	8	7	7	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972142452111983
3.2.4.2	502.1.2	502.0	Each event record shall indicate the application and the reason that the alarm was created; (Clarification: each triggering event (alarm) will notify the ASD logging system to initiate the creation of an event record and will provide some application specific (e.g. application ID, value which caused the trigger) information (up to XX bytes indicating the reason for the event); this data shall be included in the “header” for the event record.)	Need to collect event recordings	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	2	16	10	3	2	15	9	7	4	9	2	6	6	6	0.5	0.6666666666666666	0.5333333333333333	0.625	0.375	1.0	0.6	0.8181818181818182	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9713931049525001
3.2.4.3	502.1.2.1	502.0	The event record data shall be included in the “header” for the event record.	Need to collect event recordings	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	26	12	6	2	21	10	8	4	10	3	7	7	7	0.5	0.6666666666666666	0.8666666666666667	0.75	0.75	1.0	0.84	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9862087286343094
3.2.4.4	502.1.4	502.0	The before and after times shall be configurable for each different application ID. (Note: different applications may request that the pre and post incident collection times be different from the default.)	Need to collect event recordings	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	3	18	9	3	2	16	8	5	4	8	2	5	5	5	0.5	1.0	0.6	0.5625	0.375	1.0	0.64	0.7272727272727273	0.5	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9668320767335307
3.2.4.5	502.1.5	502.0	The ASD shall accept downloaded parameters to specify the number of seconds to be included in the event record prior to and after the occurrence of the event for each application ID. (Note that the pre -event and post -event collection times may be different values).	Need to collect event recordings	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	3	19	10	2	2	17	11	7	4	8	2	5	5	5	0.5	1.0	0.6333333333333333	0.625	0.25	1.0	0.68	1.0	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9631313438108258
3.2.4.6	502.1.6	502.0	The event recording application shall be able to simultaneously create and collect event records for up to 10 concurrent or staggered events. Clarification: as one event is concluded, it makes space f or additional events.	Need to collect event recordings	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	15	7	3	1	14	6	6	4	8	1	5	5	5	0.5	1.0	0.5	0.4375	0.375	0.5	0.56	0.5454545454545454	0.6	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9533241845110751
3.2.4.7	502.1.7	502.0	The ASD shall be able to upload the event records to (through) an RSU when the service is available. (Clarification: this is expected to use IP communications – but is not specified at this time. The RSU’s located in the barn and at choke points are intended to accomplish this upload process, although this could also be added to any or all of the RSU’s.)	Need to collect event recordings	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	3	17	10	2	1	13	6	8	4	9	1	6	6	6	0.5	1.0	0.5666666666666667	0.625	0.25	0.5	0.52	0.5454545454545454	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9473602461667341
3.2.4.8	502.1.9	502.0	Event records shall be automatically purged whenever the power is applied to the ASD and the time last log entry is more than a configurable number of hours (example: 96 hours). (Clarification: all of the vehicles for the NYC CVPD are fleet vehicles and hence normally return to their “barn” on a daily basis. However, in some cases, if a fleet vehicle is driven “home” and not returned to a location where an RSU can access its logs, the project would like to recover that data when the vehicle returns to the City if possible without compromising privacy.)	Need to collect event recordings	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	2	14	7	2	0	10	5	8	4	9	0	6	6	6	0.5	0.6666666666666666	0.4666666666666667	0.4375	0.25	0.0	0.4	0.45454545454545453	0.8	1.0	0.9	0.0	0.75	0.8571428571428571	0.8571428571428571	0.8780081992969174
3.2.4.9	502.1.10	502.0	Log entries shall be inserted in the event log whenever the vehicle engine is running.	Need to collect event recordings	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2	24	11	7	2	20	10	9	4	10	3	8	7	7	1.0	0.6666666666666666	0.8	0.6875	0.875	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	1.0	1.0	1.0	1.0	0.9920698629760876
3.2.4.10	510.1.1	510.0	The NYC CVPD performance monitoring subsystem shall count the number of events after the events of applications listed in Table C-1 in the Before and After periods.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	2	3	24	13	6	2	21	11	8	4	9	3	6	6	6	1.0	1.0	0.8	0.8125	0.75	1.0	0.84	1.0	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9942262784777887
3.2.5.1	106.1.1	106.0	The NYC CVPD performance monitoring subsystem shall post -process the mobility data from the I -SIGCVDATA application Before and After periods.	Need to provide mobility information in heavily congested areas	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	24	14	7	2	21	10	8	4	9	3	7	6	6	1.0	1.0	0.8	0.875	0.875	1.0	0.84	0.9090909090909091	0.8	1.0	0.9	1.0	0.875	0.8571428571428571	0.8571428571428571	0.9968181355059142
3.2.5.2	106.1.1.1	106.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the average speed from NYC CVPD for comparison to the legacy detection system.	Need to provide mobility information in heavily congested areas	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	24	12	4	2	20	10	9	4	10	2	7	7	7	0.5	1.0	0.8	0.75	0.5	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9803655797074168
3.2.5.3	106.1.1.2	106.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the average travel time from NYC CVPD for comparison to the legacy detection system.	Need to provide mobility information in heavily congested areas	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	24	12	4	2	20	10	9	4	10	2	7	7	7	0.5	1.0	0.8	0.75	0.5	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9803655797074168
3.2.5.4	502.2.1	502.0	The RSUs shall collect the s elected mobility data in accordance with Appendix I, section I.3.2 in the NYC CVPD RSU Procurement Specification shall be collected and transmit this data to the TMC for traffic signal timing pl an optimization and analysis for new timing plan development.	Need to collect event recordings	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	18	11	4	2	15	9	7	4	9	2	6	6	6	0.5	1.0	0.6	0.6875	0.5	1.0	0.6	0.8181818181818182	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9768261624859682
3.2.5.5	502.2.2	502.0	The RSU shall record the BSM data from the Host Vehicle (HV) in accordance with Appendix I, Section I.3.1, Number 12, in the NYC CVPD RSU Procurement Specification.	Need to collect event recordings	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	2	3	23	12	7	1	21	7	8	4	8	2	6	5	5	1.0	1.0	0.7666666666666667	0.75	0.875	0.5	0.84	0.6363636363636364	0.8	1.0	0.8	0.6666666666666666	0.75	0.7142857142857143	0.7142857142857143	0.9852699834703288
3.2.5.6	502.2.3	502.0	The BSM data shall be recorded based on distance traveled and time in accordance with Appendix I, Section I.3.1, Number 12, in the NYC CVPD RSU Procurement Specification.	Need to collect event recordings	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	2	2	17	10	6	1	16	6	6	4	8	2	5	5	5	1.0	0.6666666666666666	0.5666666666666667	0.625	0.75	0.5	0.64	0.5454545454545454	0.6	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9798027719685958
3.2.5.7	502.2.4	502.0	The BSM data time and distance parameters shall be configurable in accordance with Appendix I, Section I.3.2 in the NYC CVPD RSU Procurement Specification.	Need to collect event recordings	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	23	13	6	2	20	11	8	4	9	2	6	6	6	1.0	1.0	0.7666666666666667	0.8125	0.75	1.0	0.8	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9920965610625092
3.2.5.8	503.1.1.2	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the average number of stops.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	5	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9899636994022741
3.2.5.9	503.1.1.3	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the average speeds of the vehicles.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	5	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9899636994022741
3.2.5.10	503.1.1.4	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the reduction in speed limit violations Before and After periods.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	5	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9899636994022741
3.2.5.11	503.1.1.5	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the speed variations of the vehicles.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	5	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9899636994022741
3.2.5.12	503.1.1.6	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the driver actions in response to warnings and vehicle trajectories.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	25	13	4	2	21	10	9	4	10	3	7	7	7	0.5	1.0	0.8333333333333334	0.8125	0.5	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9831749642543182
3.2.5.13	503.1.2	503.0	The NYC CVPD performance monitoring subsystem shall evaluate the change in speed limit adherence, speed variability, and the average segment speed for each vehicle fleet on a given roadway segment for a given time period (cycle length basis) from the Before period to the After period.	Need to assess speed compliance	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	21	11	4	2	17	9	9	4	10	2	7	7	7	0.5	1.0	0.7	0.6875	0.5	1.0	0.68	0.8181818181818182	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9769521835028356
3.2.5.14	503.2.7.1	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the crash counts and rates of speed-related crashes from police crash databases.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	24	13	5	2	20	10	9	4	10	3	7	7	7	1.0	1.0	0.8	0.8125	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9928782179960918
3.2.5.15	503.2.7.2	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the lateral collision.	Need to assess speed compliance	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	23	11	5	2	19	9	8	4	10	2	7	7	7	1.0	1.0	0.7666666666666667	0.6875	0.625	1.0	0.76	0.8181818181818182	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9876626101223346
3.2.5.16	503.2.7.3	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the vehicle speeds at curve entry from the Host Vehicle BSM in the event records.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	24	12	5	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.8	0.75	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9899636994022741
3.2.5.17	503.2.7.4	503.0	The NYC CVPD performance monitoring subsystem shall utilize the post -processed event data and measure the number of warnings generated Before and After period.	Need to assess speed compliance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	24	13	5	2	20	10	9	4	10	3	7	7	7	1.0	1.0	0.8	0.8125	0.625	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9928782179960918
